id,name,feels_like,humidity,pressure,temperature,temp_max,temp_min,weather,wind_speed,datetime,timezone,country,sunrise,sunset,latitude,longitude,clouds
3395458,Maragogi,304.28,85,1012,300.42,300.42,300.42,light rain,3.24,1586060057,-10800,BR,1586075032,1586118157,-9.01,-35.22,100
218680,Boende,298.35,84,1010,295.52,295.52,295.52,light rain,0.92,1586060057,3600,CD,1586061341,1586104930,-0.22,20.87,45
1254710,Tezpur,300.91,30,1015,302.75,302.75,302.75,clear sky,2.76,1586060057,19800,IN,1586043308,1586088444,26.63,92.8,0
6355222,Yulara,292.66,20,1019,298.15,298.15,298.15,broken clouds,5.1,1586060057,34200,AU,1586035585,1586077840,-25.24,130.99,80
2016910,Severobaykal'sk,265.79,77,1039,271.12,271.12,271.12,clear sky,3.81,1586060057,28800,RU,1586037781,1586086044,55.65,109.32,5
2063036,Port Lincoln,285.63,67,1018,290.73,290.73,290.73,light rain,7.9,1586060058,34200,AU,1586034718,1586076365,-34.73,135.87,88
2092164,Lorengau,304.69,74,1008,302.01,302.01,302.01,light rain,4.27,1586060058,36000,PG,1586031057,1586074555,-2.02,147.27,51
2194098,Ahipara,290.2,61,1024,292.95,292.95,292.95,clear sky,4.84,1586060059,43200,NZ,1586025776,1586067406,-35.17,173.17,10
2264557,Ponta do Sol,288.66,88,1011,288.93,290.15,287.04,few clouds,2.1,1586060059,3600,PT,1586069439,1586115055,32.67,-17.1,20
2122090,Pevek,248.29,92,1016,255.33,255.33,255.33,light snow,4.99,1586060059,43200,RU,1586021061,1586073494,69.7,170.31,100
3468157,Cajati,291.91,83,1016,290.75,290.75,290.75,scattered clouds,0.48,1586060059,-10800,BR,1586078569,1586120811,-24.74,-48.12,27
3132644,Varhaug,273.84,87,1020,279.74,280.37,279.26,broken clouds,6.7,1586060059,7200,NO,1586062317,1586111259,58.61,5.65,75
3361934,Saldanha,286.52,87,1012,288.15,288.15,288.15,broken clouds,3.6,1586060060,7200,ZA,1586062975,1586104702,-33.01,17.94,81
625324,Mazyr,268.75,87,1032,273.12,273.12,273.12,clear sky,3.03,1586060060,10800,BY,1586057268,1586104982,52.05,29.25,0
4845585,Westport,277.5,81,1018,280.86,283.15,278.71,overcast clouds,3.1,1586060060,-14400,US,1586082545,1586128948,41.14,-73.36,90
3832791,Villa Carlos Paz,288.59,77,1010,290.72,293.71,287.59,overcast clouds,4.6,1586060060,-10800,AR,1586082716,1586124525,-31.42,-64.5,86
1246294,Galle,304.15,77,1013,301.05,301.05,301.05,overcast clouds,3.46,1586060061,19800,LK,1586046936,1586090853,6.04,80.22,96
5947866,Elliot Lake,266.15,84,1018,273.15,273.15,273.15,overcast clouds,6.7,1586060061,-14400,CA,1586084472,1586131469,46.38,-82.63,90
187896,Mandera,292.27,13,1009,298.71,298.71,298.71,scattered clouds,5.48,1586060063,10800,KE,1586056193,1586100001,3.94,41.87,33
3451138,Rio Grande,289.96,73,1014,291.56,291.56,291.56,clear sky,3.84,1586060063,-10800,BR,1586079759,1586121531,-32.03,-52.1,0
2035836,Manzhouli,277.08,30,1022,282.68,282.68,282.68,clear sky,3.96,1586060063,28800,CN,1586036316,1586083617,49.6,117.43,5
779554,Honningsvåg,263.45,87,1008,272.47,272.47,272.47,overcast clouds,9.56,1586059999,7200,NO,1586055234,1586108590,70.98,25.97,100
659169,Hamina,264.44,68,1021,270.21,271.15,269.26,clear sky,4.1,1586060063,10800,FI,1586056927,1586106307,60.57,27.2,0
6255012,Flinders,286.38,34,1010,295.01,297.59,293.15,few clouds,10.8,1586060063,36000,AU,1586031113,1586072776,-34.58,150.86,17
2514891,Lorca,284.06,96,1019,284.45,285.37,283.71,broken clouds,0.89,1586060064,7200,ES,1586065533,1586111570,37.67,-1.7,82
3665202,Aripuanã,300.56,92,1011,296.4,296.4,296.4,overcast clouds,0.68,1586060064,-14400,BR,1586081134,1586124249,-9.17,-60.63,100
4761054,Glen Allen,279.21,87,1019,281.28,282.59,279.82,clear sky,1.68,1586060064,-14400,US,1586083709,1586129776,37.67,-77.51,1
1262230,Nāgar Karnūl,299.59,30,1013,301.86,301.86,301.86,clear sky,3.08,1586060065,19800,IN,1586047102,1586091599,16.48,78.32,3
3445679,Uruguaiana,289.98,82,1012,290.15,290.15,290.15,few clouds,2.0,1586059901,-10800,BR,1586080881,1586122804,-29.75,-57.09,24
2738381,Lata,284.62,93,1010,287.26,287.59,286.48,light rain,5.1,1586060065,3600,PT,1586067005,1586113280,40.16,-8.33,40
1529651,Altay,277.95,34,1022,281.42,281.42,281.42,clear sky,0.99,1586060065,28800,CN,1586043454,1586090544,47.87,88.12,0
6111862,Port Hardy,275.29,75,1008,279.15,279.15,279.15,broken clouds,3.1,1586060125,-25200,CA,1586008645,1586056027,50.7,-127.42,75
1803331,Linxia Chengguanzhen,278.03,23,1020,282.6,282.6,282.6,scattered clouds,2.09,1586060126,28800,CN,1586040471,1586086286,35.6,103.21,30
2022572,Khatanga,265.77,98,1000,271.16,271.16,271.16,light snow,4.43,1586060126,25200,RU,1586036624,1586090473,71.97,102.5,100
3566573,Cabañas,298.37,69,1014,297.09,297.15,297.04,few clouds,2.1,1586060126,-14400,CU,1586085575,1586130506,22.98,-82.92,20
3377301,Mabaruma,300.54,88,1013,297.52,297.52,297.52,broken clouds,2.59,1586060126,-14400,GY,1586080466,1586124510,8.2,-59.78,65
2332453,Lagos,303.1,100,1011,298.15,298.15,298.15,few clouds,2.1,1586059916,3600,NG,1586065268,1586109219,6.58,3.75,20
2033225,Zhalantun,277.14,70,1020,279.82,279.82,279.82,few clouds,1.34,1586060126,28800,CN,1586035154,1586082240,48.0,122.72,15
3175860,Gravina in Puglia,282.99,82,1013,285.33,287.04,282.15,scattered clouds,3.1,1586059984,7200,IT,1586061038,1586107369,40.82,16.42,44
3441702,Melo,286.57,69,1013,287.51,287.51,287.51,clear sky,0.94,1586060127,-10800,UY,1586080270,1586122018,-32.37,-54.18,0
5903851,Blind River,265.81,87,1018,272.79,273.15,272.15,overcast clouds,6.7,1586060127,-14400,CA,1586084563,1586131536,46.18,-82.96,90
3908339,Patacamaya,276.05,25,1018,281.63,281.63,281.63,light rain,3.56,1586060127,-14400,BO,1586083103,1586125779,-17.23,-67.92,97
3945985,Camaná,297.46,71,1014,295.67,295.67,295.67,overcast clouds,0.84,1586060127,-18000,PE,1585997826,1586040590,-16.62,-72.71,99
562878,Fershampenuaz,270.9,85,1013,275.44,275.44,275.44,light rain,3.66,1586060127,18000,RU,1586049828,1586097756,53.52,59.81,100
1507390,Dikson,259.25,97,995,265.02,265.02,265.02,light snow,4.05,1586060065,25200,RU,1586041313,1586096318,73.51,80.55,100
3171173,Pesaro,275.56,70,1022,279.21,282.59,276.15,clear sky,2.6,1586060128,7200,IT,1586061722,1586108379,43.9,12.89,0
3105522,Bereda,283.22,67,1005,287.58,288.71,284.82,broken clouds,5.7,1586060128,7200,ES,1586066654,1586113252,43.27,-7.54,75
5973108,Hearst,268.02,95,1019,271.72,271.72,271.72,overcast clouds,2.03,1586059734,-14400,CA,1586084503,1586131938,49.68,-83.67,95
3842881,Nueve de Julio,290.48,78,1007,290.37,290.37,290.37,broken clouds,1.34,1586060128,-10800,AR,1586081989,1586123515,-35.44,-60.88,74
293842,Kiryat Gat,290.2,19,1008,297.35,300.15,292.59,overcast clouds,7.2,1586060125,10800,IL,1586057045,1586102561,31.61,34.76,85
5391295,Salinas,281.37,87,1011,284.69,286.48,282.59,scattered clouds,4.6,1586060129,-25200,US,1586008026,1586053882,36.68,-121.66,40
1507116,Dudinka,262.7,97,1007,273.15,273.15,273.15,light snow,12.0,1586060129,25200,RU,1586041260,1586093669,69.41,86.18,100
2084442,Vanimo,304.96,72,1008,302.54,302.54,302.54,light rain,4.69,1586060129,36000,PG,1586032506,1586075971,-2.67,141.3,7
2520875,Bolaños de Calatrava,281.84,91,1016,282.85,283.71,282.04,broken clouds,0.89,1586060129,7200,ES,1586065945,1586112098,38.91,-3.66,71
5866063,Kenai,270.01,80,1015,274.41,275.15,274.15,broken clouds,3.1,1586059938,-28800,US,1586013453,1586062659,60.55,-151.26,75
2476660,Tigzirt,282.87,67,1018,286.4,286.4,286.4,broken clouds,4.13,1586060130,3600,DZ,1586064173,1586110137,36.89,4.12,74
2026160,Borogontsy,262.7,94,1015,268.65,268.65,268.65,light snow,4.72,1586060130,32400,RU,1586031752,1586081586,62.67,131.17,100
1264514,Māgadi,301.21,74,1018,298.71,299.15,298.15,haze,2.1,1586060130,19800,IN,1586047464,1586091760,12.97,77.23,40
5882953,Aklavik,262.72,53,1009,269.15,269.15,269.15,clear sky,4.6,1586060131,-21600,CA,1586008327,1586059987,68.22,-135.01,5
3517970,Pochutla,303.01,80,1009,299.82,299.82,299.82,light rain,2.87,1586060131,-21600,MX,1586002696,1586047123,15.74,-96.47,37
5972291,Havre-St-Pierre,268.4,92,1016,272.15,272.15,272.15,overcast clouds,2.1,1586060131,-14400,CA,1586079654,1586127155,50.23,-63.6,90
2963295,Killybegs,276.59,77,1001,282.59,282.59,282.59,scattered clouds,7.15,1586060131,3600,IE,1586066087,1586114255,54.63,-8.45,30
3053712,Devecser,269.8,86,1027,273.46,277.15,271.15,clear sky,2.04,1586060132,7200,HU,1586060443,1586107475,47.1,17.44,0
2026979,Baykal'sk,270.42,72,1035,274.41,274.41,274.41,snow,2.25,1586060132,28800,RU,1586039361,1586086944,51.51,104.15,100
2121025,Srednekolymsk,257.16,89,1015,262.0,262.0,262.0,clear sky,2.3,1586060132,39600,RU,1586025553,1586076983,67.45,153.68,6
1638352,Lasem,305.16,77,1011,300.91,300.91,300.91,overcast clouds,1.7,1586060132,25200,ID,1586039773,1586083030,-6.69,111.45,95
343413,Āsasa,279.74,36,1018,283.79,283.79,283.79,broken clouds,2.25,1586060132,10800,ET,1586056749,1586100726,7.1,39.2,61
5364271,Laguna,281.7,87,1008,283.55,286.15,280.37,moderate rain,2.1,1586060132,-25200,US,1586007892,1586053900,38.42,-121.42,90
5127305,Monroe,277.49,100,1017,279.4,281.48,277.15,mist,1.5,1586060133,-14400,US,1586083474,1586130092,43.15,-77.68,20
2214846,Misratah,282.3,72,1017,287.88,287.88,287.88,clear sky,7.93,1586060133,7200,LY,1586061732,1586107314,32.38,15.09,0
1254046,Tura,301.27,17,1012,303.6,303.6,303.6,clear sky,1.09,1586060022,19800,IN,1586043965,1586089026,25.52,90.22,0
3421719,Narsaq,251.69,41,1006,269.15,269.15,269.15,overcast clouds,20.1,1586060133,-7200,GL,1586074425,1586123962,60.92,-46.05,100
3897774,Buin,286.99,67,1012,289.15,289.15,289.15,overcast clouds,3.1,1586060133,-14400,CL,1586084297,1586125943,-33.73,-70.75,100
1848976,Wajima,273.57,61,1016,281.15,281.15,281.15,broken clouds,8.2,1586060133,32400,JP,1586032315,1586078273,37.4,136.9,75
4428667,Gulfport,292.09,88,1015,291.29,292.15,290.37,light rain,1.76,1586060133,-18000,US,1586000464,1586045813,30.37,-89.09,75
2036892,Hohhot,279.88,18,1023,285.15,285.15,285.15,overcast clouds,3.0,1586060134,28800,CN,1586038210,1586084496,40.81,111.65,100
3419842,Sisimiut,258.17,77,1017,263.42,263.42,263.42,clear sky,2.85,1586060134,-7200,GL,1586075279,1586126765,66.94,-53.67,0
5762718,Belle Fourche,268.78,68,1012,273.54,274.82,272.04,clear sky,3.1,1586060134,-21600,US,1586003370,1586049990,44.67,-103.85,1
371745,Kutum,288.42,14,1010,293.8,293.8,293.8,overcast clouds,3.57,1586060134,7200,SD,1586060038,1586104410,14.2,24.67,93
2122104,Petropavlovsk-Kamchatskiy,271.99,35,1025,277.15,277.15,277.15,broken clouds,3.0,1586060134,43200,RU,1586026184,1586073967,53.05,158.65,59
3386213,Touros,304.5,94,1013,299.15,299.15,299.15,scattered clouds,1.5,1586060134,-10800,BR,1586074989,1586118316,-5.2,-35.46,40
1513491,Yangi Marg`ilon,287.69,67,1019,289.15,289.15,289.15,broken clouds,2.1,1586060134,18000,UZ,1586047801,1586094068,40.43,71.72,67
4529987,Bartlesville,275.34,86,1020,278.31,279.15,277.59,overcast clouds,2.1,1586060134,-18000,US,1586001866,1586047718,36.75,-95.98,90
6145890,Shelburne,275.56,87,1016,280.59,282.59,277.04,broken clouds,5.7,1586060135,-14400,CA,1586084026,1586130749,44.08,-80.2,75
2172880,Byron Bay,295.91,53,1014,298.32,299.15,297.59,scattered clouds,5.7,1586059695,36000,AU,1586030255,1586072309,-28.65,153.62,38
2294915,Takoradze,304.2,83,1010,300.07,300.07,300.07,light rain,2.23,1586060195,0,GH,1586066636,1586110496,4.88,-1.76,100
3381538,Grand-Santi,300.42,94,1012,296.5,296.5,296.5,overcast clouds,1.36,1586060195,-10800,GF,1586079278,1586123106,4.25,-54.38,98
6149374,Slave Lake,262.37,53,1013,268.15,268.15,268.15,clear sky,3.6,1586060104,-21600,CA,1586005254,1586053347,55.28,-114.77,1
3418910,Upernavik,254.39,79,1031,260.76,260.76,260.76,clear sky,4.27,1586060067,-7200,GL,1586074266,1586128968,72.79,-56.15,0
3893629,Coquimbo,288.59,82,1011,289.15,289.15,289.15,overcast clouds,2.1,1586060196,-14400,CL,1586084309,1586126215,-29.95,-71.34,100
3520994,Puerto Escondido,301.43,71,1012,299.02,299.02,299.02,light rain,1.97,1586060019,-21600,MX,1586002836,1586047270,15.85,-97.07,16
5134189,Rockland,279.23,71,1017,281.92,284.26,279.82,overcast clouds,1.9,1586060196,-14400,US,1586082709,1586129115,41.17,-74.05,90
1632694,Pangkalanbuun,306.12,80,1012,300.97,300.97,300.97,light rain,0.99,1586059947,25200,ID,1586039629,1586083092,-2.68,111.62,94
2640351,Peterhead,276.53,81,1012,279.75,280.93,278.15,overcast clouds,2.6,1586060196,3600,GB,1586064219,1586112932,57.51,-1.8,88
6453316,Tromsø,259.17,92,1014,268.0,268.15,267.15,light snow,8.7,1586060048,7200,NO,1586057280,1586109908,69.65,18.96,90
3893726,Constitución,282.72,57,1013,286.45,286.45,286.45,scattered clouds,3.71,1586060038,-14400,CL,1586084756,1586126286,-35.33,-72.42,30
1244926,Hambantota,310.17,84,1014,303.15,303.15,303.15,scattered clouds,1.0,1586060196,19800,LK,1586046718,1586090640,6.12,81.12,40
1090397,Bandrele,304.06,83,1013,300.15,300.15,300.15,few clouds,2.6,1586060197,10800,YT,1586055837,1586098763,-12.91,45.19,17
2404663,Panguma,300.53,89,1011,296.43,296.43,296.43,light rain,0.38,1586060197,0,SL,1586068795,1586112834,8.18,-11.13,23
5122534,Jamestown,277.52,75,1016,279.42,281.48,277.15,clear sky,0.36,1586059994,-14400,US,1586083904,1586130410,42.1,-79.24,1
765932,Lubaczów,271.18,77,1033,274.74,274.74,274.74,clear sky,1.85,1586060197,7200,PL,1586058877,1586106315,50.16,23.12,0
3456642,Mozarlândia,300.52,80,1012,297.62,297.62,297.62,light rain,1.69,1586060197,-10800,BR,1586078870,1586121686,-14.74,-50.57,6
3372964,Lagoa,284.25,74,1004,287.54,287.54,287.54,light rain,4.7,1586060197,0,PT,1586071769,1586117946,39.05,-27.98,17
503581,Pyaozerskiy,259.23,93,1012,263.88,263.88,263.88,clear sky,2.25,1586060197,10800,RU,1586055187,1586106142,65.83,31.17,3
1688859,San Nicolas,306.54,66,1014,303.15,303.15,303.15,few clouds,2.6,1586060198,28800,PH,1586036910,1586081501,18.17,120.6,20
4513583,Hamilton,282.46,76,1017,285.69,288.15,283.15,overcast clouds,4.1,1586059559,-14400,US,1586085320,1586131533,39.18,-84.53,90
1267433,Kattivākkam,308.93,74,1014,303.73,304.26,303.15,mist,2.1,1586060198,19800,IN,1586046716,1586091026,13.22,80.32,40
88834,Tūkrah,281.08,68,1013,288.22,288.22,288.22,light rain,9.97,1586060198,7200,LY,1586060409,1586106002,32.53,20.58,99
3428068,San Vicente,284.87,66,1013,286.37,286.37,286.37,clear sky,1.14,1586060113,-10800,AR,1586080070,1586122195,-26.62,-54.13,7
359783,Assiut,292.03,17,1009,297.92,297.92,297.92,clear sky,5.2,1586060037,7200,EG,1586058067,1586103257,27.18,31.18,0
5392593,San Ramon,282.9,93,1008,284.58,286.15,283.15,moderate rain,2.6,1586060198,-25200,US,1586008055,1586054006,37.78,-121.98,90
2918987,Görlitz,270.74,65,1030,273.97,277.04,271.48,clear sky,0.89,1586060198,7200,DE,1586060753,1586108341,51.16,14.99,2
4021858,Guerrero Negro,284.59,74,1013,288.61,288.61,288.61,clear sky,6.15,1586060199,-25200,MX,1586006536,1586051724,27.98,-114.06,1
3383434,Nieuw Amsterdam,304.98,94,1011,299.45,299.82,299.15,scattered clouds,1.5,1586060199,-10800,SR,1586079402,1586123318,5.88,-55.08,40
935051,Lavumisa,295.68,94,1012,293.15,293.15,293.15,few clouds,1.0,1586060199,7200,SZ,1586059439,1586101544,-27.31,31.89,22
5859699,College,270.17,90,1008,273.65,275.37,272.59,light rain,1.94,1586060075,-28800,US,1586012021,1586062431,64.86,-147.8,90
1516438,Zyryanovsk,277.09,49,1023,280.04,280.04,280.04,few clouds,0.79,1586060199,21600,KZ,1586044253,1586091593,49.74,84.27,17
3839307,Rawson,280.01,40,1007,287.84,287.84,287.84,clear sky,8.61,1586060119,-10800,AR,1586083325,1586124204,-43.3,-65.1,0
3372472,Vila Franca do Campo,286.58,82,1005,288.15,288.15,288.15,few clouds,3.1,1586060199,0,PT,1586071220,1586117271,37.72,-25.43,20
5354943,Half Moon Bay,282.8,93,1009,284.5,286.15,282.59,overcast clouds,2.6,1586060199,-25200,US,1586008177,1586054100,37.46,-122.43,90
1568574,Qui Nhon,304.85,61,1015,303.14,303.14,303.14,light rain,3.99,1586060199,25200,VN,1586039765,1586084102,13.77,109.23,14
1787144,Yanliang,288.78,48,1024,291.54,293.15,290.15,broken clouds,3.0,1586060200,28800,CN,1586039067,1586084801,34.66,109.23,81
542464,Krasnoarmeysk,272.56,44,1019,279.26,279.26,279.26,overcast clouds,5.81,1586060200,14400,RU,1586053404,1586100952,51.02,45.7,93
1624041,Ternate,306.16,65,1011,302.86,302.86,302.86,overcast clouds,2.32,1586060200,32400,ID,1586035753,1586079395,0.8,127.4,95
1715335,Davila,306.54,66,1014,303.15,303.15,303.15,few clouds,2.6,1586060200,28800,PH,1586036906,1586081514,18.47,120.58,20
3374210,São Filipe,293.34,78,1014,295.32,295.32,295.32,clear sky,6.91,1586060200,-3600,CV,1586071812,1586116232,14.9,-24.5,0
230617,Kotido,291.41,48,1011,295.06,295.06,295.06,clear sky,5.44,1586060200,10800,UG,1586058075,1586101833,2.98,34.13,8
1511057,Bakchar,269.76,84,1032,274.47,274.47,274.47,clear sky,3.68,1586060200,25200,RU,1586044178,1586092724,57.02,82.07,0
286245,Sur,301.41,36,1015,302.12,302.12,302.12,scattered clouds,2.07,1586060201,14400,OM,1586051422,1586096296,22.57,59.53,25
3137469,Sørland,262.55,87,1019,270.93,270.93,270.93,light snow,8.39,1586060201,7200,NO,1586059246,1586110951,67.67,12.69,100
1492607,Severnoye,267.39,91,1028,272.66,272.66,272.66,overcast clouds,4.34,1586060201,25200,RU,1586045132,1586093550,56.35,78.36,96
1735634,Kuching,307.95,83,1012,302.1,302.15,302.04,few clouds,1.5,1586060201,28800,MY,1586039829,1586083510,1.55,110.33,20
1250161,Batticaloa,305.47,71,1013,302.21,302.21,302.21,overcast clouds,3.04,1586060006,19800,LK,1586046539,1586090545,7.71,81.69,95
3994469,Ojinaga,288.4,48,1014,292.15,292.15,292.15,clear sky,4.6,1586060201,-21600,MX,1586004168,1586049465,29.57,-104.42,1
1259184,Puri,305.22,79,1013,302.15,302.15,302.15,mist,4.77,1586060201,19800,IN,1586045196,1586089891,19.8,85.85,75
2156643,Mount Gambier,282.66,82,1009,288.15,288.15,288.15,light rain,8.7,1586059971,34200,AU,1586033654,1586075078,-37.83,140.77,90
1861280,Itoman,289.57,53,1019,295.07,295.15,294.82,few clouds,8.7,1586060202,32400,JP,1586034963,1586080055,26.12,127.67,20
1045114,Inhambane,295.33,94,1014,293.15,293.15,293.15,few clouds,1.51,1586060202,7200,MZ,1586058497,1586100811,-23.86,35.38,20
3728097,Les Cayes,302.19,75,1014,298.95,298.95,298.95,scattered clouds,1.36,1586060202,-14400,HT,1586083527,1586128153,18.2,-73.75,37
2017155,Saskylakh,256.82,94,1002,263.95,263.95,263.95,broken clouds,5.82,1586059996,32400,RU,1586033872,1586087668,71.92,114.08,54
3385538,Vargem Grande,302.39,96,1011,297.32,297.32,297.32,overcast clouds,0.64,1586060202,-10800,BR,1586076975,1586120389,-3.54,-43.92,100
3141667,Roald,267.48,95,1017,274.12,277.04,270.37,light intensity drizzle,6.7,1586060262,7200,NO,1586061705,1586111641,62.58,6.13,100
1811720,Enshi,287.84,47,1026,289.43,289.43,289.43,overcast clouds,0.65,1586060262,28800,CN,1586039177,1586084570,30.3,109.48,100
1819729,Hong Kong,288.08,77,1020,291.44,292.15,290.93,scattered clouds,6.7,1586060103,28800,HK,1586038328,1586083173,22.29,114.16,40
2177069,Ballina,295.39,53,1014,297.93,298.15,297.59,scattered clouds,5.7,1586060263,36000,AU,1586030274,1586072314,-28.87,153.57,44
2381334,Atar,291.29,27,1012,294.68,294.68,294.68,clear sky,2.39,1586060263,0,MR,1586068896,1586113654,20.52,-13.05,0
3843123,Neuquén,278.03,81,1010,282.15,282.15,282.15,few clouds,4.55,1586060027,-10800,AR,1586083849,1586125101,-38.95,-68.06,22
3691582,Talara,299.12,74,1011,297.55,297.55,297.55,broken clouds,2.68,1586060263,-18000,PE,1585999576,1586042948,-4.58,-81.27,67
2122614,Okha,266.34,93,1026,271.56,271.56,271.56,clear sky,4.13,1586060263,39600,RU,1586029903,1586077782,53.57,142.95,0
1337606,Eydhafushi,305.17,63,1012,302.4,302.4,302.4,overcast clouds,2.36,1586060263,18000,MV,1586048676,1586092544,5.1,73.07,100
5117949,Freeport,277.88,93,1018,281.12,283.15,279.26,overcast clouds,3.6,1586060032,-14400,US,1586082622,1586128976,40.66,-73.58,90
5563839,Fortuna,280.28,93,1003,283.06,284.26,281.48,broken clouds,3.6,1586060056,-25200,US,1586008448,1586054659,40.6,-124.16,75
5955902,Fort Nelson,265.83,45,1013,270.15,270.15,270.15,broken clouds,1.5,1586060264,-25200,CA,1586006810,1586055596,58.81,-122.7,75
2145532,Ulverstone,280.63,58,1001,285.36,285.93,284.82,light rain,4.92,1586060264,36000,AU,1586032488,1586073652,-41.15,146.17,25
299900,Talas,276.66,66,1018,282.15,282.15,282.15,broken clouds,5.7,1586060264,10800,TR,1586056555,1586102671,38.69,35.55,75
5942913,Dryden,263.91,62,1020,269.15,269.15,269.15,scattered clouds,3.1,1586060264,-18000,CA,1586000400,1586047634,49.78,-92.75,40
1214724,Langsa,309.27,57,1013,305.1,305.1,305.1,overcast clouds,1.03,1586060256,25200,ID,1586042719,1586086552,4.47,97.97,96
2126710,Beringovskiy,247.02,93,1003,258.79,258.79,258.79,light snow,11.98,1586060264,43200,RU,1586020169,1586070062,63.05,179.32,100
417594,Shahreza,278.47,23,1020,282.71,282.71,282.71,clear sky,1.64,1586060224,16200,IR,1586052923,1586098466,32.03,51.88,0
2019718,Mukhen,273.24,58,1016,279.25,279.25,279.25,overcast clouds,5.44,1586060265,36000,RU,1586031940,1586079032,48.1,136.1,88
1295765,Sittwe,304.58,64,1013,301.78,301.78,301.78,clear sky,2.07,1586060265,23400,MM,1586043495,1586088210,20.15,92.9,2
2033196,Zhangjiakou,281.49,26,1023,285.82,285.82,285.82,clear sky,2.26,1586060265,28800,CN,1586037435,1586083721,40.81,114.88,0
1141857,Gardez,274.53,36,1020,279.08,279.08,279.08,light rain,2.36,1586060265,16200,AF,1586048701,1586094363,33.6,69.23,81
5864145,Homer,275.35,56,1016,278.72,281.15,276.48,overcast clouds,1.5,1586060265,-28800,US,1586013629,1586062623,59.64,-151.55,90
515879,Oktyabr'skiy,270.61,86,1013,273.99,273.99,273.99,broken clouds,1.75,1586060265,18000,RU,1586051265,1586099361,54.48,53.47,69
3356832,Henties Bay,289.87,94,1015,288.71,288.71,288.71,few clouds,0.45,1586060116,7200,NA,1586063511,1586105923,-22.12,14.28,13
2191451,Edgecumbe,291.95,52,1024,293.19,295.37,291.48,broken clouds,1.79,1586060030,43200,NZ,1586025000,1586066426,-37.98,176.83,77
2094027,Kieta,305.76,71,1006,301.85,301.85,301.85,light rain,1.84,1586060266,39600,PG,1586029158,1586072442,-6.22,155.63,66
1489401,Toora-Khem,270.41,57,1028,274.86,274.86,274.86,light snow,2.5,1586060266,25200,RU,1586041215,1586088949,52.47,96.11,100
72181,Marzuq,290.12,26,1016,292.78,292.78,292.78,broken clouds,0.88,1586060266,10800,YE,1586054802,1586099184,14.4,46.47,54
1737185,Kapit,310.68,56,1012,306.08,306.08,306.08,light rain,0.9,1586060266,28800,MY,1586039193,1586082899,2.02,112.93,71
1269557,Jahānābād,299.5,30,1013,301.22,302.15,300.15,haze,2.1,1586060266,19800,IN,1586045231,1586090274,25.22,84.98,0
3006787,La Rochelle,277.82,62,1013,283.88,284.15,283.15,clear sky,6.7,1586060266,7200,FR,1586064956,1586111883,46.17,-1.15,0
2123814,Leningradskiy,246.99,89,1011,256.62,256.62,256.62,overcast clouds,8.75,1586060266,43200,RU,1586019201,1586071462,69.38,178.42,100
3531007,Chiautla,291.99,40,1025,294.47,294.82,294.15,light rain,2.6,1586060266,-21600,MX,1586003164,1586047811,19.53,-98.88,75
2904804,Hildburghausen,271.87,74,1026,275.19,277.59,272.59,clear sky,1.5,1586060266,7200,DE,1586061827,1586109311,50.43,10.73,0
6067747,Matagami,271.92,70,1011,279.15,279.15,279.15,overcast clouds,7.7,1586060062,-14400,CA,1586083050,1586130492,49.75,-77.63,90
4391812,Independence,275.17,75,1020,278.44,280.15,276.48,overcast clouds,2.1,1586060267,-18000,US,1586001389,1586047446,39.09,-94.42,90
3608828,Iralaya,299.22,78,1013,297.81,297.81,297.81,clear sky,3.65,1586060267,-21600,HN,1585999540,1586043924,15.0,-83.23,0
3393536,Olinda,307.51,79,1012,302.15,302.15,302.15,scattered clouds,1.5,1586060170,-10800,BR,1586074919,1586118098,-8.01,-34.86,40
338832,Dire Dawa,289.03,36,1014,293.88,293.88,293.88,scattered clouds,5.36,1586060267,10800,ET,1586056041,1586100153,9.59,41.87,36
2258378,Loandjili,304.85,94,1009,299.15,299.15,299.15,thunderstorm,1.0,1586060267,3600,CG,1586063622,1586106974,-4.76,11.86,40
3894426,Coyhaique,277.28,61,1000,283.15,283.15,283.15,scattered clouds,6.2,1586060267,-14400,CL,1586085107,1586125766,-45.58,-72.07,40
2034657,Suifenhe,267.39,62,1018,275.33,275.33,275.33,overcast clouds,7.72,1586060267,28800,CN,1586033343,1586079996,44.4,131.17,87
2126785,Belaya Gora,256.09,88,1011,260.99,260.99,260.99,overcast clouds,2.29,1586060267,39600,RU,1586027057,1586078963,68.53,146.42,86
2460954,Araouane,295.1,14,1009,299.58,299.58,299.58,clear sky,2.96,1586060268,0,ML,1586066663,1586111319,18.9,-3.53,0
1640902,Kawalu,309.37,52,1012,305.33,305.33,305.33,scattered clouds,0.25,1586060268,25200,ID,1586040568,1586083789,-7.38,108.21,35
986717,Kruisfontein,288.29,83,1009,289.75,289.75,289.75,broken clouds,3.75,1586060187,7200,ZA,1586061379,1586103040,-34.0,24.73,81
258241,Lithakia,281.75,76,1006,284.55,285.15,283.71,broken clouds,3.1,1586060240,10800,GR,1586060129,1586106162,37.72,20.83,75
2068110,Kununurra,311.81,47,1008,309.15,309.15,309.15,clear sky,3.6,1586060268,28800,AU,1586035862,1586078647,-15.77,128.73,8
107304,Buraidah,291.3,37,1019,293.15,293.15,293.15,clear sky,1.0,1586060064,10800,SA,1586055027,1586100154,26.33,43.98,0
